	hrf_0	hrf_1	hrf_2	hrf_3	hrf_4	hrf_5	hrf_6	hrf_7	hrf_8	hrf_9	hrf_10	hrf_11	hrf_12	hrf_13	hrf_14	hrf_15	hrf_16	hrf_17	hrf_18	hrf_19
30.700000000000003	4.022987496880642e-09	2.2528816832054074e-09	2.761920451847705e-09	-1.1137240868103305e-06	-0.0005825641961821949	-0.0048189559741901415	-0.012787741697050848	-0.022116492717250705	-0.02437265409757254	-0.022006154309978015	-0.01747898050065581	-0.01315897725325882	-0.010050393332821466	-0.007151919205031248	-0.0057370300229406465	-0.004836322361381174	-0.004943479637981892	8.536344688783296e-05	0.00043974122227732865	0.001060419796181672
30.8	3.7021080327149415e-09	2.0655133690952312e-09	2.5347493802208823e-09	-1.0439974896711722e-06	-0.0005654040775867704	-0.0047347181449220845	-0.012638577006267948	-0.021945344706268934	-0.0241459637741645	-0.021708817424095174	-0.017141318197102403	-0.012827952360160455	-0.009750353531891718	-0.006905429995069711	-0.005533537869504866	-0.004673807280729058	-0.0048340429369060104	8.166320914946646e-05	0.00042475059298159416	0.0010286719954728711
30.900000000000002	3.4067293918643165e-09	1.8936675405236173e-09	2.3260384006197434e-09	-9.785988817915376e-07	-0.0005487378395453637	-0.004651884163581096	-0.012491010832336226	-0.02177536559154116	-0.02392078514094702	-0.02141430036041383	-0.016808506078762497	-0.012503428587712848	-0.009457493853324303	-0.006665883748718401	-0.00533590325058139	-0.004515577904269768	-0.004725969466049483	7.811989268441815e-05	0.00041026819409879626	0.0009978697460748616
31.0	3.1348329964548e-09	1.7360638049037222e-09	2.1343108828903263e-09	-9.172622110948999e-07	-0.0005325516904833238	-0.0045704323300312	-0.012345028736818055	-0.021606549735252605	-0.02369711910302527	-0.021122605215014183	-0.01648052619151848	-0.012185346751169385	-0.009171718561696681	-0.006433159407373787	-0.005144024989986721	-0.0043615781935854945	-0.004619284745949159	7.472690064077045e-05	0.00039627691107741987	0.0009679850716457475
31.1	2.884559362565248e-09	1.5915268678555538e-09	1.9582058429390427e-09	-8.59737601066793e-07	-0.0005168322084072771	-0.004490341236213889	-0.012200616356131209	-0.021438891485683283	-0.023474966300517465	-0.020833733199955767	-0.016157358778174025	-0.01187364537341283	-0.008892929712377947	-0.006207134273767413	-0.004957800140647712	-0.004211749851201815	-0.004514012138171071	7.147791090406249e-05	0.00038276020080903504	0.0009389908165256657
31.200000000000003	2.6541956209934953e-09	1.458977955199039e-09	1.7964691489851824e-09	-8.05790379707719e-07	-0.0005015663315810476	-0.004411589763395349	-0.012057759402516126	-0.021272385178213938	-0.023254327114263847	-0.020547684666037694	-0.01583898234900505	-0.011568260827765622	-0.008621027357419818	-0.005987684258780003	-0.0047771242241117645	-0.004066032515811302	-0.004410172901124916	6.836686478485728e-05	0.0003697020727570401	0.0009108606219371921
31.3	2.4421640117087724e-09	1.3374269303761235e-09	1.6479453679708186e-09	-7.552001659222974e-07	-0.0004867413494146338	-0.004334157079403442	-0.01191644366495791	-0.02110702513631034	-0.023035201671462183	-0.020264459125312946	-0.015525373751201495	-0.011269127477298888	-0.008355909744713065	-0.0057746841179772005	-0.004601891460263681	-0.0039243639512516896	-0.004307786246510394	6.538795616548376e-05	0.0003570870706995111	0.000883568902864965
31.400000000000002	2.247011276470186e-09	1.2259650513880832e-09	1.5115702086846464e-09	-7.077600100066745e-07	-0.00047234489356236806	-0.004258022635855892	-0.011776655010064828	-0.020942805672485798	-0.022817589851230176	-0.01998405527334966	-0.015216508237173838	-0.01097617781061326	-0.008097473510420094	-0.005568007677945163	-0.0044319949872951205	-0.003786680229169641	-0.004206869396278937	6.253562108766057e-05	0.00034490025506659413	0.0008570908255955969
31.5	2.06739887990857e-09	1.1237583157821277e-09	1.3863635207423604e-09	-6.632755850860629e-07	-0.00045836492922621833	-0.0041831661653812	-0.011638379382903614	-0.0207797210892433	-0.022601491290094408	-0.01970647101123328	-0.014912359531706868	-0.01068934257406547	-0.007845613864684324	-0.005367528052526469	-0.004267327071986755	-0.003652915905318196	-0.004107437639999315	5.9804527763420475e-05	0.0003331271858534355	0.0008314022858994241
31.6	1.9020939947426105e-09	1.0300413463207405e-09	1.2714228110427547e-09	-6.215644265336476e-07	-0.00044478974666034934	-0.004109567678833608	-0.011501602807793651	-0.020617765679996784	-0.022386905387406567	-0.019431703467309124	-0.014612899897939197	-0.010408550900422973	-0.007600224770649699	-0.005173117849067498	-0.004107779310396041	-0.0035230041894520267	-0.004009504392517133	5.718956699242933e-05	0.00032175390609030135	0.0008064798878361819
